Country Name,Country Code,Access to electricity (% of population),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Compensation of employees (current LCU),Control of Corruption: Estimate,"Current education expenditure, total (% of total expenditure in public institutions)",Current health expenditure (% of GDP),Gini index,Government Effectiveness: Estimate,"Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Internally displaced persons, total displaced by conflict and violence (number of people)",Lending interest rate (%),"Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)",Logistics performance index: Overall (1=low to 5=high),Losses due to theft and vandalism (% of annual sales for affected firms),Mobile cellular subscriptions (per 100 people),Multidimensional poverty headcount ratio (World Bank) (% of population),Net migration,Out-of-pocket expenditure (% of current health expenditure),"Persistence to last grade of primary, total (% of cohort)",Political Stability and Absence of Violence/Terrorism: Estimate,"Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Refugee population by country or territory of asylum,Regulatory Quality: Estimate,Risk of impoverishing expenditure for surgical care (% of people at risk),Rule of Law: Estimate,"Share of youth not in education, employment or training, total (% of youth population)",Statistical performance indicators (SPI): Overall score (scale 0-100),"Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)","Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
Afghanistan,AFG,85.3,,,-1.183776498,,,,-1.879552364,69.0,69.0,68.0,,,4513000.0,,62.879,,1.9,,,,-65846.0,,,-2.550801754,,,52159.0,-1.27180624,,-1.658442259,,58.01416667,66.852465,52.99077,,-1.751587272,,
Albania,ALB,100.0,,,-0.407875538,89.36257172,,,0.065062843,97.0,97.0,86.0,82.6137,6.725202715,3949825.0,6.506666667,76.833,98.5,2.5,,97.88570679,,-8000.0,,,0.114945494,97.74899292,35.71428571,2676.0,0.159353822,1.8,-0.165779099,,83.41875,89.707203,81.240663,,0.139465705,,
Algeria,DZA,100.0,,,-0.637929857,92.48061371,,,-0.513090253,77.0,77.0,79.0,71.2432,9.265515516,3386650.0,8.0,77.129,91.9750003825,2.5,,109.1653573,,-9999.0,,,-0.741771519,94.71138763,8.108108108,99107.0,-1.063573241,29.1,-0.832472682,,63.16083333,88.46934,84.018003,,-1.003874183,,
American Samoa,ASM,100.0,,,1.27020359,95.59865570000001,,,0.667918146,87.5,86.5,88.5,82.86435,13.295440387333333,2823475.0,12.039070460000001,72.06233333333334,85.450000765,2.3666666666666667,,125.68973919999999,,-810.0,,,1.128859043,94.28405125500001,27.268339768999997,74576.0,0.545899749,37.46666666666667,1.221117854,,59.92874999666667,83.484592,72.375006,,0.95764786,,
Andorra,AND,100.0,,,1.27020359,98.71669769,,,1.495304942,98.0,96.0,98.0,94.4855,17.325365258666665,2260300.0,16.078140920000003,66.99566666666666,78.9250011475,2.2333333333333334,,142.2141211,,200.0,,,1.587736487,93.85671488,46.42857143,50045.0,1.398334026,45.833333333333336,1.48544991,,56.69666666333334,94.899708,91.456135,,1.102832913,,
Angola,AGO,48.5,,,-0.601941288,97.04870986750001,,,-1.040429354,42.0,42.0,37.0,39.2935,21.35529013,1697125.0,20.11721138,61.929,72.40000153,2.1,,67.37347427,,-1000.0,,,-0.64624089,93.429378505,33.63636364,25514.0,-0.606698573,54.2,-1.021904588,,53.46458333,64.128014,52.233344,,-0.797131121,,
Antigua and Barbuda,ATG,100.0,,,0.310604453,95.380722045,,,-0.159468576,99.0,99.0,99.0,91.4123,7.531078346,1133950.0,7.31490375,79.236,75.23027717111111,2.9,,99.865641885,,0.0,,,0.943862259,93.00204213,11.11111111,14804.0,0.289086968,30.950000000000003,0.391315579,,48.15083333,89.522211,82.335097,,0.721560717,,
Argentina,ARG,100.0,,1979200000000.0,-0.447030485,93.71273422249999,,40.7,-0.282877296,81.0,81.0,83.0,88.3754,8.085994718,570775.0,52.39916667,76.064,78.06055281222223,2.8,,132.3578095,0.6,3886.0,,,-0.009163282,92.574705755,44.74708171,4094.0,-0.697565734,7.7,-0.480682313,15.872,71.77291667,86.051875,77.204765,6.805,0.543526769,,
Armenia,ARM,100.0,,343065000000.0,0.028035237,92.0447464,,27.9,-0.314229518,93.0,96.0,95.0,77.0277,8.64091109,7600.0,11.71941396,73.372,80.89082845333333,2.5,,135.2539805,0.8,-5000.0,,,-0.797183931,92.14736938,35.51401869,34634.0,-0.019078802,3.3,-0.168567225,13.377666666666666,82.78583333,86.906347,64.400285,5.779333333333334,0.08823394,,
Aruba,ABW,99.9,,202132000000.0,0.756784737,92.8892965325,,28.685714285714283,1.105333328,93.5,95.0,95.5,85.95195,7.617503901499999,170450.0,6.1,74.992,83.72110409444444,3.1,,121.14259165000001,1.6285714285714286,164.0,,,1.474684358,93.81797027333333,36.96230736,44532.0,0.967042565,2.2,1.278907537,10.883333333333333,86.36604166500001,87.367715,77.732104,4.753666666666667,1.009181976,,
Australia,AUS,100.0,,61199000000.0,1.764489532,93.73384666499999,,29.47142857142857,1.528874636,94.0,94.0,96.0,94.8762,6.594096713,333300.0,8.929930833333334,83.2,86.55137973555556,3.7,,107.0312028,2.4571428571428573,139991.0,,,0.933572054,95.48857116666667,38.41059603,54430.0,1.894893289,1.1,1.510085225,8.389,89.94625,93.468752,89.287141,3.728,1.319480419,,
Austria,AUT,100.0,,18233660000.0,1.258619428,94.57839679749999,,30.257142857142856,1.465450168,84.0,84.0,95.0,93.6141,8.546869932,496150.0,11.759861666666666,81.09268293,89.38165537666667,4.0,,123.4348071,3.2857142857142856,19999.0,,,0.637995362,97.15917206,40.98360656,258613.0,1.283199787,0.0,1.705850244,12.155,89.99083333,93.368196,88.047364,4.992,1.408760786,,
Azerbaijan,AZE,100.0,46.26,9486012010.5,-1.040572286,95.42294693,,31.04285714285714,-0.040657915,83.0,83.0,93.0,88.0,13.85225901,659000.0,14.5897925,73.488,92.21193101777777,3.35,,106.8548072,4.114285714285714,0.0,,,-0.931885719,99.70327759,18.33333333,6414.0,-0.103344202,16.825,-0.624645591,12.85575,73.49041667,85.227334,73.805811,5.65,-1.440835834,,
"Bahamas, The",BHS,100.0,47.22153846153846,738364021.0,1.256189942,96.2674970625,,31.828571428571426,0.424218327,87.0,87.0,80.0,94.4117,5.605406336,581333.3333333334,4.25,74.358,95.04220665888889,2.7,,98.53872346,4.942857142857142,1000.0,,,0.883432567,96.32375336,17.94871795,10.0,-0.146485969,33.65,0.133635864,13.5565,54.12791667,82.361763,69.699465,5.297666666666667,0.869135797,,
Bahrain,BHR,100.0,48.18307692307692,2380183138.25,0.139385641,97.112047195,,32.614285714285714,0.640424907,97.0,97.0,99.0,100.0,3.625741043,503666.6666666666,5.6855467135,79.246,97.8724823,3.5,,145.4432145,5.771428571428571,0.0,,,-0.407028496,92.94422913,20.0,255.0,0.970633507,50.474999999999994,0.438828617,14.257249999999999,59.36666667,90.986158,88.975244,4.945333333333333,-1.417561769,,
Bangladesh,BGD,99.4,49.144615384615385,4022002255.5,-1.07552731,97.95659732749999,,33.4,-0.762551904,98.0,98.0,97.0,41.6152,7.696954372,426000.0,7.121093427,73.698,89.41040166166667,2.6,7.8,105.2642491,6.6,-309977.0,,,-1.092371106,107.697998,20.85714286,952384.0,-0.927658916,67.3,-0.60133934,14.958,69.74458333,84.183563,75.779057,4.593,-0.752661884,,
Barbados,BRB,100.0,50.106153846153845,5663821372.75,1.284573436,98.80114746,,32.699999999999996,0.428703636,86.0,86.0,85.0,76.2053,11.453314821,341040.0,8.05,77.706,80.94832102333334,2.6500000000000004,7.7851351351351346,114.8585936,5.8428571428571425,-80.0,,,1.15202713,91.72370911,26.66666667,486049.5,0.476500303,34.1,0.358760208,10.0535,64.6275,88.191229,82.145374,4.0835,1.128645539,,
Belarus,BLR,100.0,51.067692307692305,7305640490.0,-0.579676211,98.46276310428571,,32.0,-0.851105094,98.0,98.0,98.0,89.5073,15.20967527,256080.0,12.71583333,73.11146341,72.486240385,2.7,7.77027027027027,123.4472552,5.085714285714285,30308.0,,,-0.793873549,93.21389771,40.0,19715.0,-1.33121407,0.9,-1.221556544,5.149,86.65541667,87.443828,64.022337,3.574,-1.626395226,,
Belgium,BEL,100.0,52.029230769230765,11338600000.0,1.495048642,98.12437874857143,,31.299999999999997,1.227658749,98.0,97.0,96.0,94.0078,9.597511729,171120.0,10.619662423000001,81.69756098,64.02415974666667,4.0,7.755405405405405,101.8707731,4.328571428571428,23999.0,,,0.575668812,99.484893805,42.66666667,150713.0,1.252955198,0.0,1.348942399,7.107,88.91958333,92.297342,87.758835,5.57,1.292608738,,
Belize,BLZ,98.6,52.99076923076923,10091285900.0,-0.237028584,97.78599439285715,,30.599999999999998,-0.356178641,84.0,84.0,81.0,70.354,6.276893194,86160.0,8.523491516,70.962,55.562079108333336,3.45,7.7405405405405405,105.4180316,3.571428571428571,600.0,,,0.426349759,105.7558899,12.5,145.0,-0.43876633,34.5,-0.720759094,11.151499999999999,61.85666667,78.216826,63.56649,3.6275000000000004,0.532865047,,
Benin,BEN,56.5,53.95230769230769,8843971800.0,-0.124255605,97.44761003714285,,29.9,-0.164296001,76.0,76.0,68.0,33.7602,1.350778636,1200.0,10.348994344,59.954,47.09999847,2.9,7.725675675675675,108.9652901,2.814285714285714,-200.0,,,-0.349461377,64.57333374,7.407407407,1779.0,-0.348364651,26.533333333333335,-0.602389514,15.196,62.56791667,60.391285,53.415754,1.685,-0.348290831,31.6,
Bermuda,BMU,100.0,54.91384615384615,7596657700.0,1.27020359,97.10922568142857,,29.2,1.219509363,87.0,87.0,82.5,60.30025,3.4949726749999996,23650.0,12.174497172,81.571,59.59999847,2.7,7.710810810810811,101.92901577,2.057142857142857,0.0,,,1.034533978,71.599666595,12.3993558785,1558.0,0.972116888,18.56666666666667,0.692453921,16.91,61.0775,92.356583,85.613712,3.8160000000000003,-0.09636741900000001,35.34615384615385,
Bhutan,BTN,100.0,55.87538461538461,6349343600.0,1.514259338,96.77084132571429,,28.5,0.556007385,98.0,98.0,97.0,86.8403,5.639166714,46100.0,14.0,72.229,72.09999847,2.5,7.695945945945946,94.89274144,1.3,300.0,,,0.864817739,78.62599945,17.39130435,1337.0,-0.381970435,10.6,0.672034562,18.624,59.58708333,81.627458,74.600827,5.947,0.155555993,39.09230769230769,
Bolivia,BOL,99.9,56.83692307692307,5102029500.0,-0.889222622,96.43245697,,34.375,-0.563976765,69.0,69.0,69.0,73.2831,1.746328729,68550.0,7.764988722,64.928,85.20000076,2.4,7.681081081081081,106.39024497,2.0,-3000.0,,,-0.283260942,96.54411316,46.15384615,1116.0,-1.210536242,43.5,-1.300902247,9.969,71.19291667,69.067848,53.673379,3.552,-0.198109388,42.83846153846154,
Bosnia and Herzegovina,BIH,100.0,57.79846153846154,3854715400.0,-0.683835208,96.23553498583334,,40.25,-1.064426422,75.0,78.0,58.0,78.8455,6.7059481045,91000.0,3.360816559,75.293,98.30000305,3.0,7.666216216216216,117.8877485,2.7,-500.0,,,-0.43937102,87.01071167,16.66666667,274.0,-0.157615319,2.9,-0.306685209,17.623,70.615,88.316855,79.470825,12.657,-0.325712889,46.58461538461538,
Botswana,BWA,75.9,58.76,31777090000.0,0.661455095,96.03861300166668,,46.125,0.463997155,86.0,86.0,90.0,77.3272,11.66556748,48300.0,6.1323,65.913,96.495002745,3.1,7.651351351351352,165.3049695,3.3999999999999995,3000.0,,,1.077516079,82.23954327833334,11.11111111,733.0,0.621043563,37.5,0.467351377,37.003,61.19333333,68.821925,57.261511,23.615,0.446497649,50.330769230769235,
Brazil,BRA,100.0,56.059230769230766,320344000000.0,-0.566063046,95.84169101750001,,52.0,-0.587532163,77.0,77.0,81.0,80.5278,9.28010609,5600.0,39.4,73.425,94.69000244,3.2,7.636486486486486,98.89102076,4.1,6425.0,,,-0.3314659,77.46837488666667,17.73879142,67522.0,-0.220437631,24.1,-0.257250935,20.975,80.52458333,82.974848,71.100394,9.231,0.214864358,54.07692307692308,
British Virgin Islands,VGB,100.0,53.35846153846154,217031295000.0,0.30437827149999996,95.64476903333333,,50.78333333333333,0.41735625249999997,88.0,88.0,89.0,89.7491,6.481178198,474700.0,22.45,76.373,79.64000225,3.2,7.621621621621621,108.32308778000001,10.5,200.0,,,0.46295103449999997,72.697206495,13.4148502555,103780.33333333334,0.42330289649999997,17.6,0.33847932499999994,20.4895,72.459791665,89.562356,80.653162,7.211,-0.3008259015,57.823076923076925,
Brunei Darussalam,BRN,100.0,50.65769230769231,113718590000.0,1.174819589,95.44784704916667,,49.56666666666666,1.422244668,99.0,99.0,97.0,98.9704,3.682250306,943800.0,5.5,74.551,64.59000206,3.2,7.606756756756757,117.7551548,16.900000000000002,0.0,,,1.257367969,67.92603810333334,9.090909091,140038.6666666667,1.067043424,11.100000000000001,0.934209585,20.004,64.395,84.481022,77.29723,5.191,-0.816516161,61.56923076923077,
Bulgaria,BGR,100.0,47.956923076923076,10405885000.0,-0.157897115,95.250925065,,48.35,-0.270799845,91.0,91.0,91.0,79.1269,15.32525893,1412900.0,3.745958333,74.36097561,49.54000187,3.2,7.591891891891891,117.4346239,23.300000000000004,-4800.0,,,0.24625206,63.15486971166667,24.16666667,176297.0,0.320686907,4.6,-0.107211575,12.828,83.87958333,81.667078,65.003225,4.268,0.285204858,65.31538461538462,
Burkina Faso,BFA,19.5,45.25615384615384,936818000000.0,-0.08361081,95.05400308083334,,47.13333333333333,-0.825155377,91.0,91.0,88.0,19.9237,14.29023543,1882000.0,7.7592291665,59.766,34.49000168,2.3,7.577027027027027,87.69796267000001,29.700000000000003,-24998.0,,,-1.782517433,58.38370132,16.90140845,34375.0,-0.468305677,82.2,-0.60767895,22.315,64.83291667,60.761825,51.50119,1.927,-0.633902013,69.06153846153846,
Burundi,BDI,10.3,42.55538461538461,760136800000.0,-1.518141747,94.85708109666668,,45.916666666666664,-1.262840748,91.0,91.0,89.0,11.275,18.80087867,8500.0,11.7725,61.977,75.54000092,2.333333333333333,7.562162162162162,57.96130144,36.10000000000001,2000.0,,,-1.188869476,47.14899826,38.21138211,84636.0,-0.947485685,100.0,-1.277139783,20.1718,50.66416667,62.685038,54.57275,2.5976,-1.387992978,72.8076923076923,
Cabo Verde,CPV,97.1,39.854615384615386,583455600000.0,0.983122945,94.6601591125,,44.7,-0.026202837,93.0,94.0,95.0,72.1021,7.930929254,334666.6666666667,7.831720303,74.722,91.0,2.3666666666666667,7.547297297297297,99.2317289,42.50000000000001,-1256.0,,,0.929428399,68.924497605,38.88888889,42330.0,0.263682216,28.0,0.36523217,18.0286,65.69333333,87.803803,71.336331,3.2682,0.935108244,76.55384615384615,
Cambodia,KHM,92.3,37.15384615384615,406774400000.0,-1.24149859,94.46323712833333,,43.483333333333334,-0.351662397,85.0,85.0,83.0,56.7328,5.343702649,660833.3333333334,7.444862491555556,69.896,83.77999878,2.4,7.532432432432432,116.3256071,48.90000000000001,-29998.0,,,-0.036172446,90.69999695,20.8,24.0,-0.709801018,39.25,-0.866584659,15.8854,64.34666667,78.241013,67.58666,3.9388,-1.309167027,80.3,87.8
Cameroon,CMR,71.0,34.45307692307692,230093200000.0,-1.127934813,94.26631514416667,,42.266666666666666,-0.881544709,68.0,68.0,65.0,43.8629,6.247677133,987000.0,7.058004680111111,60.958,72.479999162,2.1,7.517567567567568,82.77764316,55.30000000000001,-4800.0,,,-1.352949023,69.43473816,33.88888889,473887.0,-0.898889482,50.5,-1.045376182,13.7422,54.50041667,58.645492,51.512169,4.609400000000001,-1.148244619,80.0720588235294,87.01463414634146
Canada,CAN,100.0,31.752307692307692,53412000000.0,1.658579826,94.06939316,11.15471363,41.05,1.567070484,92.0,83.0,92.0,94.0,6.802801153,830000.0,6.671146868666667,81.29560976,61.179999544,4.0,7.5027027027027025,91.23062536,61.70000000000001,248586.0,14.88593388,,0.772814035,83.446720125,30.47337278,140621.0,1.677092791,0.0,1.566220164,11.599,92.9225,92.395711,88.183391,5.28,1.434968352,79.84411764705882,86.22926829268292
Cayman Islands,CYM,100.0,29.051538461538463,2507629600000.0,0.457741022,93.87247117583334,10.72409687,39.83333333333333,1.262335181,67.0,62.5,66.5,66.72796666666666,6.1929842525000005,673000.0,6.284289057222222,67.88630488,49.879999926,3.25,7.487837837837838,83.55251302,68.10000000000001,400.0,17.866525654,,1.649437666,97.45870209,21.66525782,47.0,1.085572481,27.900000000000002,0.721195281,12.1632,67.76875,85.245768,77.917766,5.8738,0.752333164,79.61617647058823,85.44390243902438
Central African Republic,CAF,15.7,26.35076923076923,4961847200000.0,-1.24606657,93.67554919166668,10.29348011,38.61666666666667,-1.709396243,42.0,42.0,41.0,39.45593333333333,5.583167352,516000.0,5.897431245777778,54.477,38.580000308,2.5,7.472972972972973,75.87440068,74.50000000000001,-17463.0,20.847117427999997,,-2.162472963,98.1613712425,12.85714286,11213.0,-1.474184155,55.800000000000004,-1.701157451,12.7274,42.615,46.99572,37.306559,6.467600000000001,-1.21139431,79.38823529411765,84.65853658536585
Chad,TCD,11.7,23.65,7416064800000.0,-1.488084197,93.47862720750001,9.862863350000001,37.4,-1.422905684,60.0,60.0,56.0,12.1839,5.788026878,300000.0,5.510573434333333,52.997,27.28000069,2.6666666666666665,7.458108108108108,68.19628834,80.9,-2000.0,23.827709201999998,,-1.483703375,98.864040395,25.88832487,592764.0,-1.14935708,83.7,-1.372529984,13.291599999999999,49.24708333,47.92527,40.462422,7.061400000000001,-1.476254106,79.16029411764706,83.87317073170732
Channel Islands,CHI,100.0,25.77,9870282400000.0,-0.2599020300000001,93.28170522333333,9.43224659,40.2,-0.438065857,78.0,78.0,75.0,51.430400000000006,8.715946794,1416500.0,5.123715622888889,81.583,62.220002175,2.8333333333333335,7.443243243243243,101.47080731999999,40.7,900.0,26.808300975999998,,-0.6825622579999999,99.56670954750001,30.68609792,297448.5,-0.08547297099999995,57.900000000000006,-0.34106466199999996,13.8558,68.345416665,93.228469,89.307696,7.655200000000001,-0.2516394854999999,78.93235294117646,83.08780487804877
Chile,CHL,100.0,27.89,12324500000000.0,0.968280137,93.08478323916667,9.00162983,43.0,0.54677397,96.0,96.0,94.0,90.6769,11.64386671,2533000.0,4.736857811444445,79.519,97.16000366,3.0,7.428378378378378,134.7453263,0.5,-66850.0,29.78889275,,0.118578859,100.2693787,35.48387097,2133.0,0.978411138,32.1,0.69040066,14.42,87.44375,89.50858,82.483579,8.249,0.972975135,78.70441176470588,82.30243902439024
China,CHN,100.0,30.009999999999998,27454900000000.0,0.015970249,92.887861255,9.039965996923078,48.9,0.495032012,99.0,99.0,99.0,75.6113,1.973575557,3649500.0,4.35,78.587,85.34333546666667,3.7,7.4135135135135135,124.8775379,3.5,-311380.0,28.492054846153845,,-0.441073626,98.69324114,24.94117647,320.0,-0.418417633,6.3,-0.041443985,19.421499999999998,59.59875,90.781947,82.805894,9.398,-1.609574914,78.47647058823529,81.5170731707317
Colombia,COL,100.0,32.129999999999995,42585300000000.0,-0.361808151,92.69093927083334,9.078302163846155,54.8,0.014415628,87.0,87.0,88.0,72.7964,10.17723135,4766000.0,15.80750887,73.659,73.52666727333333,2.9,7.398648648648648,155.7854178,6.5,-167924.0,27.19521694230769,,-0.641925931,97.11710358,28.87700535,1607.0,0.140449166,25.1,-0.426875532,24.423,85.89916667,83.716544,71.919309,10.547,0.166357532,78.24852941176471,80.73170731707317
Comoros,COM,89.9,34.25,24581630000000.0,-1.244413257,92.49401728666668,9.11663833076923,52.9,-1.682512879,88.0,88.0,86.0,50.0182,7.799302015666667,5226000.0,8.03375,63.68,61.70999908,2.7,7.383783783783784,100.2382961,5.125,-2000.0,25.898379038461538,,-0.230514869,98.08677101,16.66666667,12.0,-1.200538039,45.8,-1.313717961,22.612499999999997,68.49291667,67.365143,56.690941,10.7415,-0.868450522,78.02058823529411,79.94634146341463
"Congo, Dem. Rep.",COD,21.5,27.44,6577960000000.0,-1.544474006,92.2970953025,9.154974497692308,51.0,-1.745920062,65.0,65.0,56.0,27.24,5.421372681333334,5686000.0,7.809450244,59.743,80.54000092,2.5,7.368918918918919,50.3424172,3.75,-14999.0,24.601541134615385,,-1.977746248,99.05643844,12.8,520544.0,-1.47606945,98.0,-1.672433853,20.802,51.08666667,60.390727,50.966608,10.936,-1.183693051,77.79264705882353,79.1609756097561
"Congo, Rep.",COG,50.6,29.478947368421053,4930345000000.0,-1.359451652,92.10017331833333,9.193310664615385,49.1,-1.369321823,78.0,78.0,65.0,36.2469,3.043443347,27000.0,7.585150488,63.053,81.78666751,2.6,7.354054054054054,101.18378305,2.375,-1000.0,23.30470323076923,,-0.016906014,100.02610587,14.56953642,41557.0,-1.261431336,68.0,-1.089522958,18.991500000000002,37.45541667,61.761608,55.03218,11.1305,-1.199183702,77.56470588235294,78.37560975609756
Costa Rica,CRI,100.0,31.51789473684211,3282730000000.0,0.46584937,91.90325133416667,9.231646831538463,47.2,0.053266428,95.0,94.0,90.0,82.598,8.274774902,164500.0,7.360850732,77.32,83.03333409999999,2.9,7.339189189189189,152.0251489,1.0,3850.0,22.007865326923074,,0.954446793,100.9957733,47.36842105,14088.0,0.567061722,10.4,0.43657729,17.181,89.92416667,89.041916,80.485755,11.325,1.06959331,77.33676470588235,77.59024390243903
Cote d'Ivoire,CIV,70.4,33.55684210526316,1829210000000.0,-0.348596215,91.70632935,9.269982998461538,46.18,-0.342977226,76.0,76.0,65.0,38.4133,5.276167243,302000.0,6.838210473,58.916,84.28000069,3.0999999999999996,7.324324324324325,174.0251271,1.1,6000.0,20.71102742307692,,-0.516378641,68.59470367,14.17322835,2251.0,-0.152012959,100.0,-0.479640156,18.777,62.24083333,51.815062,48.288605,2.306,-0.417194635,77.10882352941177,76.80487804878048
Croatia,HRV,100.0,35.59578947368421,3771746339.0,0.148001134,92.287654118,9.308319165384615,45.160000000000004,0.581651032,92.0,90.0,90.0,82.0716,10.78058068,288000.0,6.315570214,77.57560976,85.52666728,3.3,7.309459459459459,111.1680153,1.2,-2000.0,19.414189519230767,,0.612161279,80.50629043500001,31.78807947,20638.0,0.502549887,0.1,0.368116319,11.916,83.14625,92.411465,82.869401,6.96,0.613270462,76.88088235294117,76.01951219512195
Cuba,CUB,100.0,37.63473684210527,3493127720.0,-0.069347166,92.86897888600001,9.346655332307693,44.14,-0.350331843,99.0,99.0,99.0,73.2178,9.985548113333333,274000.0,5.792929955,78.155,86.77333387,2.2,7.294594594594595,67.78418241,1.3,-6000.0,18.117351615384614,,0.499521583,92.4178772,53.41296928,174.0,-1.381859422,0.16666666666666669,-0.45963496,12.851,83.78263889,87.964759,80.287386,6.909,-1.339495063,76.65294117647059,75.23414634146341
Curacao,CUW,100.0,39.67368421052632,3214509101.0,0.17613099850000002,93.450303654,9.38499149923077,43.120000000000005,0.1901735065000001,97.5,96.5,92.5,81.4094,9.190515546666667,260000.0,5.270289696,80.02199999999999,88.02000046,2.7,7.27972972972973,87.99285047333333,1.4,515.0,16.82051371153846,,0.4590783265,94.28487778,33.849341785,14727.0,-0.3040528,0.23333333333333334,0.055581778000000026,13.786,84.41902778,90.054893,77.902969,6.8580000000000005,-0.24626711,76.425,74.44878048780488
Cyprus,CYP,100.0,41.712631578947374,2935890482.0,0.421609163,94.031628422,9.423327666153845,42.1,0.730678856,96.0,94.0,86.0,89.601,8.39548298,246000.0,4.747649437,81.889,89.26666705,3.2,7.264864864864865,108.20151853666667,1.5,5000.0,15.523675807692308,,0.41863507,96.15187836000001,14.28571429,29280.0,0.773753822,0.3,0.570798516,14.721,85.05541667,93.097807,88.822667,6.807,0.846960843,76.1970588235294,73.66341463414633
Czechia,CZE,100.0,43.75157894736843,288152000000.0,0.663116157,94.61295319,9.461663833076923,41.08,1.093907475,94.0,94.0,97.0,84.5401,15.10016515,221750.0,4.225009178,79.02926829,90.51333364,3.3,7.25,128.4101866,1.6,22011.0,14.226837903846153,,0.81544137,98.01887894000001,25.5,435212.0,1.385898352,0.15,1.100805759,7.58,90.87458333,90.832654,81.211553,2.224,1.037314415,75.96911764705882,72.8780487804878
Denmark,DNK,100.0,45.79052631578948,103257000000.0,2.402744293,95.194277958,9.5,40.06,1.990609765,97.0,76.5,95.0,97.8601,7.696566999,197500.0,4.995670035333333,81.30487805,91.76000023,4.1,7.235135135135135,126.549332,1.7000000000000002,19999.0,12.93,,0.865008831,99.88587952,43.57541899,67772.0,1.843127489,0.0,1.900308132,6.766,91.61125,92.39657,87.92563,4.434,1.585866094,75.74117647058823,72.09268292682927
Djibouti,DJI,65.0,47.82947368421053,196810333333.3333,-0.793283403,95.775602726,9.215895864444445,39.04,-0.786164522,59.0,59.0,50.0,65.0322,5.17980848,173250.0,5.766330892666667,62.859,93.00666681999999,2.7,7.22027027027027,46.32720375,1.8,900.0,14.378421052631579,,-0.508419454,56.10427094,26.15384615,20383.0,-0.899799407,2.5,-1.102044463,13.380666666666666,46.55041667,65.98782,55.250868,4.790666666666667,-1.287063956,75.51323529411765,71.30731707317074
